rank,SASRec,BERT4Rec,"gSASRec (256 negatives, t=1.0)",SASRec-SSM
80,0.9363886713981628,0.001850188011303544,0.003994861617684364,0.6175453066825867
81,0.935468316078186,0.0018410151824355125,0.003937102854251862,0.6175365447998047
82,0.9352357387542725,0.0018385580042377114,0.0038640552666038275,0.6146493554115295
83,0.935039222240448,0.0018353392370045185,0.00383812771178782,0.6113839745521545
84,0.9332902431488037,0.0018194187432527542,0.003564349142834544,0.6053615212440491
85,0.9331170916557312,0.001804710365831852,0.003366870107129216,0.6013635396957397
86,0.932348906993866,0.001766827655956149,0.003334861947223544,0.5968765020370483
87,0.9309196472167969,0.0017607011832296848,0.0033239235635846853,0.5955355167388916
88,0.9286653399467468,0.001747633796185255,0.0032840517815202475,0.5893312692642212
89,0.9279352426528931,0.0017229181248694658,0.0032215795945376158,0.5871356725692749
90,0.9264350533485413,0.0017039177473634481,0.003183344379067421,0.5839487910270691
91,0.926092803478241,0.0016731905052438378,0.0030418899841606617,0.5809454917907715
92,0.9257639050483704,0.0016458886675536633,0.0030123419128358364,0.5787034630775452
93,0.9251503348350525,0.0016411602264270186,0.0029875647742301226,0.5741825103759766
94,0.9240453243255615,0.0016042562201619148,0.0029834911692887545,0.5729228258132935
95,0.9228419065475464,0.0015732255997136235,0.0028221886605024338,0.5726812481880188
96,0.9227996468544006,0.001554754562675953,0.0027824260760098696,0.5685397386550903
97,0.9224632978439331,0.0015531317330896854,0.0027306354604661465,0.5672823190689087
98,0.9212352633476257,0.0015234907623380423,0.002719414886087179,0.565095841884613
99,0.9212300181388855,0.0014966095332056284,0.0026835622265934944,0.5629913806915283
100,0.9208043813705444,0.0014883633702993393,0.0026292107068002224,0.5621246695518494
101,0.9204427599906921,0.001466614892706275,0.0026058261282742023,0.5573433041572571
102,0.9176269769668579,0.0014268654631450772,0.002540112938731909,0.552769660949707
103,0.9167147278785706,0.0013661448610946536,0.00253364909440279,0.5522340536117554
104,0.9144534468650818,0.001353651867248118,0.002523954724892974,0.5467384457588196
105,0.9144485592842102,0.0013445575023069978,0.0025198848452419043,0.5334034562110901
106,0.9125057458877563,0.0013347999192774296,0.002464964287355542,0.5309987664222717
107,0.9123717546463013,0.001301994314417243,0.00242145755328238,0.5301957130432129
108,0.910009503364563,0.0012891937512904406,0.0023854952305555344,0.5298236608505249
109,0.9089916944503784,0.0012731964234262705,0.0023778637405484915,0.5297224521636963
110,0.9083022475242615,0.0012513557448983192,0.002350405789911747,0.5291622281074524
111,0.9050231575965881,0.0012383396970108151,0.002257858868688345,0.5210378170013428
112,0.9044879078865051,0.0012066526105627418,0.0022246036678552628,0.5166786313056946
113,0.903479278087616,0.0011994423111900687,0.002195701003074646,0.5124762058258057
114,0.901852011680603,0.0011864914558827877,0.0021553689148277044,0.5095298886299133
115,0.9011991024017334,0.00118329469114542,0.0021214040461927652,0.49895817041397095
116,0.9000635743141174,0.0011643074685707688,0.0021042798180133104,0.49778395891189575
117,0.8994722962379456,0.0011639132862910628,0.002085851039737463,0.49571913480758667
118,0.8986397385597229,0.0011567450128495693,0.0020781473722308874,0.49356237053871155
119,0.898469865322113,0.0011497698724269867,0.002072580624371767,0.49310728907585144
120,0.8977210521697998,0.0011184155009686947,0.0020523571874946356,0.49260568618774414
121,0.8888742923736572,0.0011145316530019045,0.0020504614803940058,0.4857761263847351
122,0.8856109380722046,0.0011108696926385164,0.002050293842330575,0.4820076525211334
123,0.88533616065979,0.0010997951030731201,0.002045581815764308,0.4810548424720764
124,0.8845643997192383,0.0010993804316967726,0.0019900070037692785,0.4795277714729309
125,0.8815470933914185,0.0010438612662255764,0.0019536875188350677,0.47815775871276855
126,0.8813461661338806,0.0010386647190898657,0.0018918784335255623,0.47792482376098633
127,0.8802092671394348,0.0010367461945861578,0.0018897436093539,0.47657305002212524
128,0.8790444731712341,0.0010346730705350637,0.001874352223239839,0.47006070613861084
129,0.8788791298866272,0.0010314562823623419,0.0018628175603225827,0.4686303734779358
130,0.8780693411827087,0.0010254103690385818,0.0018516655545681715,0.4651294946670532
131,0.8746139407157898,0.001018303562887013,0.001793225877918303,0.46311208605766296
132,0.8733787536621094,0.0010036776075139642,0.001787056913599372,0.44923532009124756
133,0.8682141900062561,0.000990110682323575,0.0017501533729955554,0.44762057065963745
134,0.8678835034370422,0.0009879375575110316,0.0017492639599367976,0.44441282749176025
135,0.861332893371582,0.0009860715363174677,0.001729239011183381,0.43993887305259705
136,0.856592059135437,0.0009853467345237732,0.0017135456437245011,0.4346059262752533
137,0.856417179107666,0.0009761078981682658,0.0017098058015108109,0.43328869342803955
138,0.8547693490982056,0.0009617462637834251,0.0017093020724132657,0.4323907494544983
139,0.853383481502533,0.0009338671225123107,0.0016558178467676044,0.42972585558891296
140,0.8509722352027893,0.000922530482057482,0.0016449318500235677,0.41752129793167114
141,0.8505015969276428,0.0009202383807860315,0.001644032308831811,0.41434821486473083
142,0.8498362898826599,0.0009020048310048878,0.0016400041058659554,0.41296905279159546
143,0.8480023741722107,0.0009009367204271257,0.0016399479936808348,0.41033273935317993
144,0.8462803363800049,0.0008984552696347237,0.0016339964931830764,0.40791085362434387
145,0.845648467540741,0.000891158648300916,0.0016131511656567454,0.4070494771003723
146,0.8416035771369934,0.0008900999673642218,0.0015714564360678196,0.404893696308136
147,0.8396151661872864,0.0008896399522200227,0.0015708116116002202,0.39853954315185547
148,0.8393046259880066,0.0008865334093570709,0.0015622407663613558,0.3975948691368103
149,0.8383098840713501,0.0008824137039482594,0.0015590251423418522,0.3938712477684021
150,0.8362461924552917,0.000869742885697633,0.0015493009705096483,0.39046919345855713
151,0.8353227972984314,0.0008385528926737607,0.0015416801907122135,0.39033541083335876
152,0.832412600517273,0.0008346123504452407,0.0014976798556745052,0.3893769681453705
153,0.8235307931900024,0.0008133317460305989,0.00149140867870301,0.3872613310813904
154,0.8226492404937744,0.0008119514677673578,0.001459661521948874,0.3857324719429016
155,0.8214295506477356,0.0008109949412755668,0.0014438026119023561,0.38533449172973633
156,0.8210082054138184,0.0008076937519945204,0.001443370245397091,0.3791849911212921
157,0.8178433179855347,0.0008017666987143457,0.0013969290303066373,0.37891867756843567
158,0.8124920129776001,0.0007989532896317542,0.0013803921174257994,0.37572330236434937
159,0.8064423203468323,0.0007960118819028139,0.0013242528075352311,0.3712560832500458
160,0.8059963583946228,0.0007944533717818558,0.0013098370982334018,0.37119433283805847
161,0.8058063983917236,0.0007854853174649179,0.0013067468535155058,0.3641183376312256
162,0.7949047684669495,0.0007845460786484182,0.0013054747832939029,0.3634563684463501
163,0.7922022938728333,0.0007715281681157649,0.0013054587179794908,0.3631466031074524
164,0.7908066511154175,0.0007694876403547823,0.001296871225349605,0.36240559816360474
165,0.7901872396469116,0.0007672087522223592,0.0012911261292174459,0.35903623700141907
166,0.7887553572654724,0.0007406723452731967,0.0012897802516818047,0.3539218008518219
167,0.7878735065460205,0.0007335320697166026,0.0012818296672776341,0.349668949842453
168,0.7795541882514954,0.0007296090479940176,0.0012660711072385311,0.34774303436279297
169,0.7763514518737793,0.000706822203937918,0.001259266515262425,0.34195801615715027
170,0.774419367313385,0.0006952032563276589,0.0012494559632614255,0.33233901858329773
171,0.7739776372909546,0.0006819681730121374,0.001237513031810522,0.3311622440814972
172,0.7726783752441406,0.000669279892463237,0.0012174391886219382,0.33053848147392273
173,0.771187961101532,0.0006690769223496318,0.0012152576819062233,0.3303956091403961
174,0.7701727747917175,0.0006689235451631248,0.0011948677711188793,0.3292373716831207
175,0.767322838306427,0.000667235697619617,0.0011830104049295187,0.32721543312072754
176,0.7664831876754761,0.0006541302427649498,0.0011601947480812669,0.3196473717689514
177,0.7635908722877502,0.0006534213316626847,0.0011233220575377345,0.3134533762931824
178,0.7612919807434082,0.0006459488649852574,0.0010882170172408223,0.30700477957725525
179,0.758187472820282,0.0006257611676119268,0.0010855519212782383,0.3037657141685486
180,0.7553313970565796,0.0005865296698175371,0.0010851940605789423,0.30364471673965454
181,0.7545332312583923,0.0005836142809130251,0.0010772844543680549,0.30344632267951965
182,0.7523924112319946,0.0005833978648297489,0.0010304780444130301,0.30058398842811584
183,0.7523350715637207,0.000557493360247463,0.0010256211971864104,0.2964872717857361
184,0.7511327266693115,0.0005566152394749224,0.0010220103431493044,0.28982779383659363
185,0.7434582710266113,0.0005550617934204638,0.0009288662113249302,0.28973034024238586
186,0.742333710193634,0.000546617666259408,0.0009249863214790821,0.2862050235271454
187,0.7391200065612793,0.0005426069837994874,0.0009212879231199622,0.28557196259498596
188,0.7384153008460999,0.0005398489302024245,0.000907742592971772,0.2837775647640228
189,0.7316904067993164,0.0005342570948414505,0.0009071359527297318,0.2763687074184418
190,0.731465756893158,0.0005308664403855801,0.000896722252946347,0.27563920617103577
191,0.731337308883667,0.0005271595437079668,0.0008796162437647581,0.26689910888671875
192,0.7288790345191956,0.0005256489966996014,0.0008781458018347621,0.26538556814193726
193,0.7260857224464417,0.0005203984910622239,0.0008661064202897251,0.2645758092403412
194,0.7236142754554749,0.0005166474729776382,0.0008634465630166233,0.26152145862579346
195,0.7223121523857117,0.000515892927069217,0.0008615810074843466,0.26115188002586365
196,0.7212165594100952,0.0005158070707693696,0.0008613807149231434,0.25874778628349304
197,0.7210464477539062,0.0005036785150878131,0.0008564896997995675,0.2459876537322998
198,0.7210205793380737,0.0004988429136574268,0.000848993135150522,0.24561311304569244
199,0.7194508910179138,0.0004968815483152866,0.0008489899337291718,0.24555613100528717
200,0.7174485325813293,0.00048030869220383465,0.0008352115983143449,0.24410401284694672
201,0.715960681438446,0.0004796479770448059,0.0008322313078679144,0.24387717247009277
202,0.7151365280151367,0.000479319627629593,0.0008142219157889485,0.2428782731294632
203,0.7128758430480957,0.000475817039841786,0.0008000152884051204,0.24112479388713837
204,0.712498664855957,0.00047571564209647477,0.0007959320209920406,0.2391018569469452
205,0.7066669464111328,0.0004736935952678323,0.0007703276933170855,0.23870469629764557
206,0.6999133825302124,0.0004734206013381481,0.0007671922794543207,0.23685406148433685
207,0.6967251300811768,0.00047021216596476734,0.0007621697150170803,0.22935113310813904
208,0.694287121295929,0.0004696149844676256,0.0007560609956271946,0.22912955284118652
209,0.6920190453529358,0.0004678289988078177,0.0007552673923783004,0.22892411053180695
210,0.689828097820282,0.00046738795936107635,0.0007507484988309443,0.2269265055656433
211,0.688377857208252,0.00046726936125196517,0.0007390568498522043,0.22661565244197845
212,0.6873064637184143,0.00046600084169767797,0.0007209190516732633,0.22507281601428986
213,0.6859354376792908,0.00045187247451394796,0.000713552872184664,0.22026926279067993
214,0.6788830757141113,0.0004514159227255732,0.000692569010425359,0.21965596079826355
215,0.6786124110221863,0.00044677904224954545,0.0006819366244599223,0.21585148572921753
216,0.6765404343605042,0.0004442300705704838,0.0006783459102734923,0.21193014085292816
217,0.6753042936325073,0.00043963745702058077,0.000671872403472662,0.2110171914100647
218,0.6717623472213745,0.00043934950372204185,0.00066937948577106,0.20936629176139832
219,0.671595573425293,0.000438800168922171,0.0006594907608814538,0.20883163809776306
220,0.671105146408081,0.0004319123108871281,0.0006561907939612865,0.20870167016983032
221,0.6710602641105652,0.00043168169213458896,0.0006490821251645684,0.20692561566829681
222,0.6708347201347351,0.00043053337140008807,0.0006350211915560067,0.2067299783229828
223,0.6681638956069946,0.00042807793943211436,0.0006259268848225474,0.20630218088626862
224,0.6672170758247375,0.00042532564839348197,0.0006200691568665206,0.20620115101337433
225,0.6670646667480469,0.00042064153240062296,0.0006152712740004063,0.20549656450748444
226,0.6586883068084717,0.0004153707704972476,0.0006057809223420918,0.20391206443309784
227,0.6553015112876892,0.00041127431904897094,0.0005983145092613995,0.20262952148914337
228,0.6533164978027344,0.0004104223335161805,0.0005887159495614469,0.19951806962490082
229,0.6490896344184875,0.000403666083002463,0.0005794777534902096,0.1989315301179886
230,0.6471526026725769,0.00040176138281822205,0.0005660296883434057,0.19820117950439453
231,0.6454717516899109,0.00039319388451986015,0.0005599934956990182,0.19807103276252747
232,0.645082414150238,0.0003869544016197324,0.0005580901633948088,0.1943790316581726
233,0.6435123085975647,0.0003857333504129201,0.0005556252435781062,0.19423183798789978
234,0.6430957317352295,0.0003850541543215513,0.0005480439285747707,0.19240479171276093
235,0.6333979368209839,0.00038333117845468223,0.0005451487959362566,0.19143995642662048
236,0.6324867010116577,0.0003824278246611357,0.0005414382321760058,0.19096344709396362
237,0.6319441795349121,0.000381222169380635,0.0005259601748548448,0.18975789844989777
238,0.631679892539978,0.0003801502753049135,0.0005211976822465658,0.18947739899158478
239,0.6288617253303528,0.00037711873301304877,0.0005065412842668593,0.18890757858753204
240,0.6282044053077698,0.0003726311551872641,0.0004985613049939275,0.18540433049201965
241,0.623055100440979,0.00037179357605054975,0.0004969898145645857,0.18374474346637726
242,0.6225477457046509,0.0003696422791108489,0.0004967516288161278,0.18374207615852356
243,0.6219941973686218,0.00036945813917554915,0.0004955565091222525,0.18367937207221985
244,0.6210333704948425,0.0003659909125417471,0.0004937922931276262,0.1792464405298233
245,0.6182565689086914,0.0003650700964499265,0.0004904537345282733,0.1781248152256012
246,0.615218460559845,0.0003620341303758323,0.0004898781189695001,0.1779055893421173
247,0.6145534515380859,0.000361976824933663,0.0004849329707212746,0.17536434531211853
248,0.6137846112251282,0.0003587323590181768,0.00048336456529796124,0.171403706073761
249,0.6137328147888184,0.0003582323552109301,0.0004814433923456818,0.1708822399377823
250,0.6132357716560364,0.0003558415628504008,0.00048139592399820685,0.16992464661598206
251,0.6089804768562317,0.0003525365609675646,0.0004721670993603766,0.16830596327781677
252,0.6079063415527344,0.00035095741623081267,0.0004647667519748211,0.1675356775522232
253,0.6044082641601562,0.0003505894565023482,0.00046326263691298664,0.16736015677452087
254,0.5980474352836609,0.00035003700759261847,0.0004631791671272367,0.16719290614128113
255,0.5961422920227051,0.0003480974119156599,0.00046226923586800694,0.16657595336437225
256,0.5931130647659302,0.00034801725996658206,0.0004609994648490101,0.16595101356506348
257,0.5928938984870911,0.00034369371132925153,0.0004576154751703143,0.1654372364282608
258,0.5898202061653137,0.0003419400018174201,0.0004563439579214901,0.16502021253108978
259,0.5867131948471069,0.0003395837848074734,0.00045191007666289806,0.1643686294555664
260,0.5853520631790161,0.0003391746722627431,0.00044906174298375845,0.16345225274562836
261,0.5851525068283081,0.0003391132049728185,0.0004479909548535943,0.16322553157806396
262,0.5834782719612122,0.0003384723677299917,0.0004478583578020334,0.16252318024635315
263,0.5834172964096069,0.0003345882287248969,0.00044725165935233235,0.16091006994247437
264,0.5807731747627258,0.0003336859226692468,0.0004400823963806033,0.1606997549533844
265,0.5786598324775696,0.0003300695971120149,0.00043065479258075356,0.15832827985286713
266,0.5743677616119385,0.00032973362249322236,0.0004258482076693326,0.15826526284217834
267,0.5705597400665283,0.000326601933920756,0.00042429991299286485,0.15790031850337982
268,0.5696671009063721,0.00032566278241574764,0.0004201438568998128,0.15771588683128357
269,0.5681415796279907,0.00032355106668546796,0.00041859233169816434,0.15692050755023956
270,0.5660042762756348,0.0003234387841075659,0.0004154121852479875,0.15376803278923035
271,0.5624043345451355,0.0003234042669646442,0.0004146066785324365,0.15356166660785675
272,0.5621104836463928,0.0003226479748263955,0.0004121041565667838,0.1532810777425766
273,0.5609462857246399,0.0003224140382371843,0.0004113103495910764,0.15300355851650238
274,0.5602275729179382,0.0003210648719687015,0.00040961315971799195,0.15293222665786743
275,0.5586302876472473,0.00031234868220053613,0.00040272207115776837,0.1516532003879547
276,0.5579288601875305,0.00031085620867088437,0.00040246028220281005,0.15088613331317902
277,0.5527303814888,0.0003077337169088423,0.00039891671622172,0.15064643323421478
278,0.5523295402526855,0.00030763246468268335,0.0003938574518542737,0.14940811693668365
279,0.5501244068145752,0.0003049589868169278,0.0003906557976733893,0.14861710369586945
280,0.548095703125,0.0003042263851966709,0.0003805511223617941,0.1473986953496933
281,0.5454041957855225,0.0003025147889275104,0.00038038755883462727,0.146551713347435
282,0.5403937101364136,0.0003005813923664391,0.00037094703293405473,0.14629462361335754
283,0.5401466488838196,0.00029957492370158434,0.00036887841997668147,0.14531353116035461
284,0.5389333963394165,0.0002978007250931114,0.00036609082599170506,0.14440155029296875
285,0.5377270579338074,0.0002962609869427979,0.0003639500355347991,0.1432126760482788
286,0.5299612283706665,0.00029512683977372944,0.00036222123890183866,0.14307761192321777
287,0.5250997543334961,0.00029495995840989053,0.0003617852053139359,0.14211201667785645
288,0.5181766152381897,0.00029481976525858045,0.000358237826731056,0.1418575793504715
289,0.5173113346099854,0.0002930618647951633,0.00035584988654591143,0.14110971987247467
290,0.5171172618865967,0.0002928449248429388,0.00035565419238992035,0.14032824337482452
291,0.5157772898674011,0.00029085486312396824,0.0003505531931295991,0.14027251303195953
292,0.5109505653381348,0.0002888247836381197,0.00035046381526626647,0.1399543285369873
293,0.5088244080543518,0.0002886661677621305,0.0003500275779515505,0.13591472804546356
294,0.5050409436225891,0.00028663399280048907,0.0003492935502436012,0.13532334566116333
295,0.5049758553504944,0.00028052771813236177,0.0003464845649432391,0.13512170314788818
296,0.49960798025131226,0.00027962078456766903,0.0003414234088268131,0.1344704031944275
297,0.4996047019958496,0.0002788237761706114,0.0003410904319025576,0.13383956253528595
298,0.4995977580547333,0.0002781381772365421,0.0003330468898639083,0.13332001864910126
299,0.4978613257408142,0.0002709974651224911,0.00032472205930389464,0.13301698863506317
300,0.4963882565498352,0.0002700426848605275,0.000323754851706326,0.13289853930473328
301,0.49361106753349304,0.00026847972185350955,0.0003219493373762816,0.13252192735671997
302,0.49005818367004395,0.0002670498506631702,0.0003215845790691674,0.13233959674835205
303,0.4893082082271576,0.00026636908296495676,0.0003185019886586815,0.13074004650115967
304,0.4850815236568451,0.0002635142009239644,0.0003176359459757805,0.13066773116588593
305,0.4838099777698517,0.0002617643913254142,0.00031745521118864417,0.1303248405456543
306,0.4811343252658844,0.0002591970842331648,0.00031740195117890835,0.12924736738204956
307,0.4797748029232025,0.00025489364634267986,0.0003170384152326733,0.12920723855495453
308,0.4776369631290436,0.0002548122138250619,0.0003157233295496553,0.12839068472385406
309,0.47498637437820435,0.00025346747133880854,0.0003082584007643163,0.12769140303134918
310,0.4745051860809326,0.00025275841471739113,0.00030639406759291887,0.12733809649944305
311,0.4737086892127991,0.0002497881941962987,0.00030383828561753035,0.1272931694984436
312,0.46843862533569336,0.00024680036585778,0.0003029115905519575,0.12703166902065277
313,0.46613290905952454,0.00024286670668516308,0.0002997934934683144,0.1260136067867279
314,0.4652995467185974,0.0002424862323096022,0.00029835072928108275,0.12599517405033112
315,0.4627261459827423,0.00024202244821935892,0.0002967097389046103,0.12067565321922302
316,0.4624841511249542,0.00024133111583068967,0.00029550259932875633,0.11860062181949615
317,0.454118013381958,0.00024078121350612491,0.00029347775853239,0.11769217252731323
318,0.45134684443473816,0.00023969855101313442,0.00028991527506150305,0.11764782667160034
319,0.4497343599796295,0.0002396049676463008,0.0002877195947803557,0.11650669574737549
320,0.4479096531867981,0.0002387751010246575,0.0002864020934794098,0.11638198047876358
321,0.44701993465423584,0.00023787833924870938,0.0002858341613318771,0.11621224135160446
322,0.44297000765800476,0.00023743140627630055,0.000285373447695747,0.11489187926054001
323,0.4401076138019562,0.0002367397682974115,0.0002801310911308974,0.11480715125799179
324,0.4393545985221863,0.00023663141473662108,0.00027862429851666093,0.11031501740217209
325,0.43758052587509155,0.00023476898786611855,0.0002770202117972076,0.11002639681100845
326,0.4370107352733612,0.0002336489560548216,0.0002764721866697073,0.110018290579319
327,0.43661460280418396,0.00023029962903819978,0.00027620530454441905,0.10972625762224197
328,0.4329652786254883,0.00023000407963991165,0.00027415258227847517,0.10967954248189926
329,0.4328218102455139,0.00022992939921095967,0.0002725071972236037,0.10956519097089767
330,0.4328162372112274,0.0002292685821885243,0.00027102071908302605,0.10928161442279816
331,0.4316021800041199,0.000229132070671767,0.0002673884737305343,0.10898827016353607
332,0.4306875467300415,0.000228677672566846,0.00026714944397099316,0.10747851431369781
333,0.4305906295776367,0.00022792533854953945,0.0002618410799186677,0.10691186785697937
334,0.42836183309555054,0.00022750826610717922,0.0002603400207590312,0.10597028583288193
335,0.4267725944519043,0.00022664593416266143,0.0002582291199360043,0.10472046583890915
336,0.4260195195674896,0.00022518839978147298,0.000258116633631289,0.1041639894247055
337,0.4257906973361969,0.000225142139242962,0.0002572376106400043,0.10222696512937546
338,0.4242032766342163,0.00022416975116357207,0.00025697803357616067,0.1013249009847641
339,0.4229745864868164,0.00022279645781964064,0.00025600887602195144,0.10129013657569885
340,0.4191652834415436,0.0002226352517027408,0.0002553212398197502,0.10046855360269547
341,0.4189339578151703,0.0002226214564871043,0.00025338237173855305,0.10027135163545609
342,0.4182570278644562,0.0002216001448687166,0.00024244771338999271,0.0995531678199768
343,0.4182009696960449,0.00022036224254406989,0.00024170544929802418,0.09926208108663559
344,0.41200217604637146,0.00021864486916456372,0.0002414251648588106,0.09899627417325974
345,0.4107798635959625,0.0002177191636292264,0.00024072871019598097,0.0985318124294281
346,0.41005972027778625,0.0002163266617571935,0.00024043922894634306,0.09758101403713226
347,0.40913882851600647,0.0002134633978130296,0.00023890656302683055,0.09749852865934372
348,0.4069423973560333,0.00020899415540043265,0.00023729770327918231,0.09704320132732391
349,0.406049519777298,0.00020884032710455358,0.00023696263087913394,0.09644274413585663
350,0.40012845396995544,0.00020836057956330478,0.00023599785345140845,0.0962807908654213
351,0.39544835686683655,0.00020557401876430959,0.0002320491912541911,0.09593353420495987
352,0.39502450823783875,0.00020462763495743275,0.00022535982134286314,0.09558699280023575
353,0.3922958970069885,0.00020421315275598317,0.00022387845092453063,0.09540998190641403
354,0.3908653259277344,0.0002018943487200886,0.00022100299247540534,0.09495105594396591
